PINCODE,DISTRICT,statename
680544,Thrissur,KERALA
680501,Thrissur,KERALA
680523,Thrissur,KERALA
680504,Thrissur,KERALA
680505,Thrissur,KERALA
680602,Thrissur,KERALA
680509,Thrissur,KERALA
679563,Thrissur,KERALA
680512,Thrissur,KERALA
680524,Thrissur,KERALA
680522,Thrissur,KERALA
680507,Thrissur,KERALA
680542,Thrissur,KERALA
679561,Thrissur,KERALA
680508,Thrissur,KERALA
680103,Thrissur,KERALA
680104,Thrissur,KERALA
680516,Thrissur,KERALA
680520,Thrissur,KERALA
680513,Thrissur,KERALA
679562,Thrissur,KERALA
680510,Thrissur,KERALA
680555,Thrissur,KERALA
680563,Thrissur,KERALA
680588,Thrissur,KERALA
680623,Thrissur,KERALA
680585,Thrissur,KERALA
680596,Thrissur,KERALA
680601,Thrissur,KERALA
680506,Thrissur,KERALA
680641,Thrissur,KERALA
680618,Thrissur,KERALA
680620,Thrissur,KERALA
680003,Thrissur,KERALA
680008,Thrissur,KERALA
680611,Thrissur,KERALA
680615,Thrissur,KERALA
680546,Thrissur,KERALA
680011,Thrissur,KERALA
680613,Thrissur,KERALA
680027,Thrissur,KERALA
680612,Thrissur,KERALA
680656,Thrissur,KERALA
680616,Thrissur,KERALA
680006,Thrissur,KERALA
680028,Thrissur,KERALA
680007,Thrissur,KERALA
680013,Thrissur,KERALA
680617,Thrissur,KERALA
680651,Thrissur,KERALA
680541,Thrissur,KERALA
680751,Thrissur,KERALA
680655,Thrissur,KERALA
680306,Thrissur,KERALA
680552,Thrissur,KERALA
680652,Thrissur,KERALA
680653,Thrissur,KERALA
680545,Thrissur,KERALA
680004,Thrissur,KERALA
680012,Thrissur,KERALA
680002,Thrissur,KERALA
680551,Thrissur,KERALA
680642,Thrissur,KERALA
680014,Thrissur,KERALA
680553,Thrissur,KERALA
680631,Thrissur,KERALA
680569,Thrissur,KERALA
680022,Thrissur,KERALA
680001,Thrissur,KERALA
680020,Thrissur,KERALA
680005,Thrissur,KERALA
680009,Thrissur,KERALA
680021,Thrissur,KERALA
680619,Thrissur,KERALA
680614,Thrissur,KERALA
680654,Thrissur,KERALA
680010,Thrissur,KERALA
680586,Thrissur,KERALA
679531,Thrissur,KERALA
679532,Thrissur,KERALA
680589,Thrissur,KERALA
680584,Thrissur,KERALA
680594,Thrissur,KERALA
680591,Thrissur,KERALA
679106,Thrissur,KERALA
680590,Thrissur,KERALA
680604,Thrissur,KERALA
679105,Thrissur,KERALA
680581,Thrissur,KERALA
680583,Thrissur,KERALA
680587,Thrissur,KERALA
676319,Malappuram,KERALA
676501,Malappuram,KERALA
679572,Malappuram,KERALA
673314,Malappuram,KERALA
676553,Malappuram,KERALA
676551,Malappuram,KERALA
676309,Malappuram,KERALA
676503,Malappuram,KERALA
676562,Malappuram,KERALA
676561,Malappuram,KERALA
676104,Malappuram,KERALA
676108,Malappuram,KERALA
676508,Malappuram,KERALA
676552,Malappuram,KERALA
676317,Malappuram,KERALA
676304,Malappuram,KERALA
679585,Malappuram,KERALA
679576,Malappuram,KERALA
679587,Malappuram,KERALA
679582,Malappuram,KERALA
679584,Malappuram,KERALA
679591,Malappuram,KERALA
679571,Malappuram,KERALA
679581,Malappuram,KERALA
679574,Malappuram,KERALA
679575,Malappuram,KERALA
679580,Malappuram,KERALA
679583,Malappuram,KERALA
679586,Malappuram,KERALA
679573,Malappuram,KERALA
679578,Malappuram,KERALA
679579,Malappuram,KERALA
676311,Malappuram,KERALA
676109,Malappuram,KERALA
676528,Malappuram,KERALA
676303,Malappuram,KERALA
676502,Malappuram,KERALA
676106,Malappuram,KERALA
676107,Malappuram,KERALA
676510,Malappuram,KERALA
676307,Malappuram,KERALA
676302,Malappuram,KERALA
676320,Malappuram,KERALA
676103,Malappuram,KERALA
676105,Malappuram,KERALA
676301,Malappuram,KERALA
676306,Malappuram,KERALA
676306,Malappuram,KERALA
676101,Malappuram,KERALA
676305,Malappuram,KERALA
676312,Malappuram,KERALA
676102,Malappuram,KERALA
689110,Pathanamthitta,KERALA
689602,Pathanamthitta,KERALA
689115,Pathanamthitta,KERALA
689541,Pathanamthitta,KERALA
689126,Alappuzha,KERALA
689548,Pathanamthitta,KERALA
689123,Alappuzha,KERALA
689545,Pathanamthitta,KERALA
689613,Pathanamthitta,KERALA
689544,Pathanamthitta,KERALA
689542,Pathanamthitta,KERALA
689573,Alappuzha,KERALA
689591,Pathanamthitta,KERALA
689621,Pathanamthitta,KERALA
689626,Pathanamthitta,KERALA
689122,Alappuzha,KERALA
689533,Pathanamthitta,KERALA
689612,Pathanamthitta,KERALA
689611,Pathanamthitta,KERALA
689121,Alappuzha,KERALA
689511,Alappuzha,KERALA
689532,Pathanamthitta,KERALA
689531,Pathanamthitta,KERALA
689615,Pathanamthitta,KERALA
689614,Pathanamthitta,KERALA
689547,Pathanamthitta,KERALA
689550,Pathanamthitta,KERALA
689549,Pathanamthitta,KERALA
689546,Pathanamthitta,KERALA
689510,Alappuzha,KERALA
689124,Alappuzha,KERALA
689543,Pathanamthitta,KERALA
689113,Pathanamthitta,KERALA
689112,Pathanamthitta,KERALA
689594,Pathanamthitta,KERALA
689586,Pathanamthitta,KERALA
689583,Pathanamthitta,KERALA
689582,Pathanamthitta,KERALA
689102,Pathanamthitta,KERALA
689587,Pathanamthitta,KERALA
689103,Pathanamthitta,KERALA
689584,Pathanamthitta,KERALA
689585,Pathanamthitta,KERALA
689105,Pathanamthitta,KERALA
689574,Alappuzha,KERALA
689592,Pathanamthitta,KERALA
689589,Pathanamthitta,KERALA
689597,Pathanamthitta,KERALA
689101,Pathanamthitta,KERALA
689595,Alappuzha,KERALA
689590,Alappuzha,KERALA
686547,Pathanamthitta,KERALA
673308,Kozhikode,KERALA
673106,Kozhikode,KERALA
673513,Kozhikode,KERALA
673528,Kozhikode,KERALA
673508,Kozhikode,KERALA
673523,Kozhikode,KERALA
673541,Kozhikode,KERALA
673526,Kozhikode,KERALA
673304,Kozhikode,KERALA
673574,Kozhikode,KERALA
673614,Kozhikode,KERALA
673542,Kozhikode,KERALA
673524,Kozhikode,KERALA
673527,Kozhikode,KERALA
673505,Kozhikode,KERALA
673517,Kozhikode,KERALA
673103,Kozhikode,KERALA
673612,Kozhikode,KERALA
673306,Kozhikode,KERALA
673307,Kozhikode,KERALA
673525,Kozhikode,KERALA
673620,Kozhikode,KERALA
673317,Kozhikode,KERALA
673309,Kozhikode,KERALA
673315,Kozhikode,KERALA
673529,Kozhikode,KERALA
673521,Kozhikode,KERALA
673102,Kozhikode,KERALA
673507,Kozhikode,KERALA
673506,Kozhikode,KERALA
673502,Kozhikode,KERALA
673310,Kozhikode,KERALA
673522,Kozhikode,KERALA
673105,Kozhikode,KERALA
673503,Kozhikode,KERALA
673504,Kozhikode,KERALA
673104,Kozhikode,KERALA
673501,Kozhikode,KERALA
673509,Kozhikode,KERALA
695029,Thiruvananthapuram,KERALA
695023,Thiruvananthapuram,KERALA
695587,Thiruvananthapuram,KERALA
695582,Thiruvananthapuram,KERALA
695581,Thiruvananthapuram,KERALA
695583,Thiruvananthapuram,KERALA
695024,Thiruvananthapuram,KERALA
695025,Thiruvananthapuram,KERALA
695015,Thiruvananthapuram,KERALA
695024,Thiruvananthapuram,KERALA
695004,Thiruvananthapuram,KERALA
695017,Thiruvananthapuram,KERALA
695021,Thiruvananthapuram,KERALA
695001,Thiruvananthapuram,KERALA
695007,Thiruvananthapuram,KERALA
695033,Thiruvananthapuram,KERALA
695036,Thiruvananthapuram,KERALA
695016,Thiruvananthapuram,KERALA
695023,Thiruvananthapuram,KERALA
695022,Thiruvananthapuram,KERALA
695145,Thiruvananthapuram,KERALA
695586,Thiruvananthapuram,KERALA
695614,Thiruvananthapuram,KERALA
695317,Thiruvananthapuram,KERALA
695143,Thiruvananthapuram,KERALA
695308,Thiruvananthapuram,KERALA
695606,Thiruvananthapuram,KERALA
695141,Thiruvananthapuram,KERALA
695615,Thiruvananthapuram,KERALA
695607,Thiruvananthapuram,KERALA
695318,Thiruvananthapuram,KERALA
695312,Thiruvananthapuram,KERALA
695104,Thiruvananthapuram,KERALA
695313,Thiruvananthapuram,KERALA
695602,Thiruvananthapuram,KERALA
695611,Thiruvananthapuram,KERALA
695610,Thiruvananthapuram,KERALA
695144,Thiruvananthapuram,KERALA
695302,Thiruvananthapuram,KERALA
695603,Thiruvananthapuram,KERALA
695307,Thiruvananthapuram,KERALA
695146,Thiruvananthapuram,KERALA
695604,Thiruvananthapuram,KERALA
695316,Thiruvananthapuram,KERALA
695609,Thiruvananthapuram,KERALA
695305,Thiruvananthapuram,KERALA
695584,Thiruvananthapuram,KERALA
695612,Thiruvananthapuram,KERALA
695303,Thiruvananthapuram,KERALA
695585,Thiruvananthapuram,KERALA
695011,Thiruvananthapuram,KERALA
695033,Thiruvananthapuram,KERALA
695024,Thiruvananthapuram,KERALA
695034,Thiruvananthapuram,KERALA
695008,Thiruvananthapuram,KERALA
695035,Thiruvananthapuram,KERALA
695028,Thiruvananthapuram,KERALA
695033,Thiruvananthapuram,KERALA
695102,Thiruvananthapuram,KERALA
695309,Thiruvananthapuram,KERALA
695103,Thiruvananthapuram,KERALA
695310,Thiruvananthapuram,KERALA
695142,Thiruvananthapuram,KERALA
695304,Thiruvananthapuram,KERALA
695311,Thiruvananthapuram,KERALA
695306,Thiruvananthapuram,KERALA
695605,Thiruvananthapuram,KERALA
695608,Thiruvananthapuram,KERALA
695301,Thiruvananthapuram,KERALA
695122,Thiruvananthapuram,KERALA
695123,Thiruvananthapuram,KERALA
695501,Thiruvananthapuram,KERALA
695132,Thiruvananthapuram,KERALA
695503,Thiruvananthapuram,KERALA
695524,Thiruvananthapuram,KERALA
695504,Thiruvananthapuram,KERALA
695512,Thiruvananthapuram,KERALA
695121,Thiruvananthapuram,KERALA
695125,Thiruvananthapuram,KERALA
695507,Thiruvananthapuram,KERALA
695502,Thiruvananthapuram,KERALA
695508,Thiruvananthapuram,KERALA
695124,Thiruvananthapuram,KERALA
695126,Thiruvananthapuram,KERALA
695513,Thiruvananthapuram,KERALA
695526,Thiruvananthapuram,KERALA
695525,Thiruvananthapuram,KERALA
695005,Thiruvananthapuram,KERALA
695562,Thiruvananthapuram,KERALA
695568,Thiruvananthapuram,KERALA
695018,Thiruvananthapuram,KERALA
695038,Thiruvananthapuram,KERALA
695561,Thiruvananthapuram,KERALA
695563,Thiruvananthapuram,KERALA
695005,Thiruvananthapuram,KERALA
695573,Thiruvananthapuram,KERALA
695012,Thiruvananthapuram,KERALA
695026,Thiruvananthapuram,KERALA
695575,Thiruvananthapuram,KERALA
695010,Thiruvananthapuram,KERALA
695027,Thiruvananthapuram,KERALA
695006,Thiruvananthapuram,KERALA
695547,Thiruvananthapuram,KERALA
695013,Thiruvananthapuram,KERALA
695543,Thiruvananthapuram,KERALA
695522,Thiruvananthapuram,KERALA
695551,Thiruvananthapuram,KERALA
695521,Thiruvananthapuram,KERALA
695133,Thiruvananthapuram,KERALA
695506,Thiruvananthapuram,KERALA
695032,Thiruvananthapuram,KERALA
695542,Thiruvananthapuram,KERALA
695522,Thiruvananthapuram,KERALA
695014,Thiruvananthapuram,KERALA
695019,Thiruvananthapuram,KERALA
695014,Thiruvananthapuram,KERALA
695040,Thiruvananthapuram,KERALA
695042,Thiruvananthapuram,KERALA
695030,Thiruvananthapuram,KERALA
695564,Thiruvananthapuram,KERALA
695002,Thiruvananthapuram,KERALA
695572,Thiruvananthapuram,KERALA
695003,Thiruvananthapuram,KERALA
695003,Thiruvananthapuram,KERALA
695099,Thiruvananthapuram,KERALA
695527,Thiruvananthapuram,KERALA
695043,Thiruvananthapuram,KERALA
695574,Thiruvananthapuram,KERALA
695571,Thiruvananthapuram,KERALA
695009,Thiruvananthapuram,KERALA
695541,Thiruvananthapuram,KERALA
695020,Thiruvananthapuram,KERALA
695505,Thiruvananthapuram,KERALA
695523,Thiruvananthapuram,KERALA
671314,Kasargod,KERALA
671314,Kasargod,KERALA
671314,Kasargod,KERALA
671312,Kasargod,KERALA
671316,Kasargod,KERALA
671316,Kasargod,KERALA
671316,Kasargod,KERALA
671316,Kasargod,KERALA
671316,Kasargod,KERALA
671316,Kasargod,KERALA
671533,Kasargod,KERALA
671534,Kasargod,KERALA
671533,Kasargod,KERALA
671533,Kasargod,KERALA
671534,Kasargod,KERALA
671534,Kasargod,KERALA
671534,Kasargod,KERALA
671534,Kasargod,KERALA
671534,Kasargod,KERALA
671534,Kasargod,KERALA
671534,Kasargod,KERALA
671532,Kasargod,KERALA
671532,Kasargod,KERALA
671532,Kasargod,KERALA
671532,Kasargod,KERALA
671532,Kasargod,KERALA
671532,Kasargod,KERALA
671532,Kasargod,KERALA
671532,Kasargod,KERALA
671351,Kasargod,KERALA
671310,Kasargod,KERALA
671310,Kasargod,KERALA
671310,Kasargod,KERALA
671310,Kasargod,KERALA
671310,Kasargod,KERALA
671319,Kasargod,KERALA
671319,Kasargod,KERALA
671319,Kasargod,KERALA
691559,Kollam,KERALA
691543,Kollam,KERALA
691505,Kollam,KERALA
691505,Kollam,KERALA
691505,Kollam,KERALA
691505,Kollam,KERALA
691505,Kollam,KERALA
691505,Kollam,KERALA
691505,Kollam,KERALA
691536,Kollam,KERALA
691536,Kollam,KERALA
691536,Kollam,KERALA
691536,Kollam,KERALA
691536,Kollam,KERALA
691536,Kollam,KERALA
691536,Kollam,KERALA
691536,Kollam,KERALA
691536,Kollam,KERALA
691536,Kollam,KERALA
691560,Kollam,KERALA
691560,Kollam,KERALA
691516,Kollam,KERALA
691516,Kollam,KERALA
691521,Kollam,KERALA
691521,Kollam,KERALA
691509,Kollam,KERALA
691509,Kollam,KERALA
691509,Kollam,KERALA
691509,Kollam,KERALA
691541,Kollam,KERALA
691541,Kollam,KERALA
691535,Kollam,KERALA
691512,Kollam,KERALA
691512,Kollam,KERALA
691510,Kollam,KERALA
691510,Kollam,KERALA
691566,Kollam,KERALA
691537,Kollam,KERALA
691537,Kollam,KERALA
691537,Kollam,KERALA
691537,Kollam,KERALA
691531,Kollam,KERALA
691531,Kollam,KERALA
691531,Kollam,KERALA
691507,Kollam,KERALA
691507,Kollam,KERALA
691507,Kollam,KERALA
691532,Kollam,KERALA
691532,Kollam,KERALA
691532,Kollam,KERALA
691532,Kollam,KERALA
691540,Kollam,KERALA
691538,Kollam,KERALA
691573,Kollam,KERALA
691573,Kollam,KERALA
691302,Kollam,KERALA
691302,Kollam,KERALA
691302,Kollam,KERALA
691502,Kollam,KERALA
691502,Kollam,KERALA
691578,Kollam,KERALA
691578,Kollam,KERALA
691578,Kollam,KERALA
691602,Kollam,KERALA
691602,Kollam,KERALA
691576,Kollam,KERALA
691579,Kollam,KERALA
691003,Kollam,KERALA
691004,Kollam,KERALA
691571,Kollam,KERALA
691501,Kollam,KERALA
691501,Kollam,KERALA
691303,Kollam,KERALA
691577,Kollam,KERALA
691577,Kollam,KERALA
691503,Kollam,KERALA
691503,Kollam,KERALA
691503,Kollam,KERALA
691334,Kollam,KERALA
691574,Kollam,KERALA
691574,Kollam,KERALA
691601,Kollam,KERALA
691601,Kollam,KERALA
691601,Kollam,KERALA
691601,Kollam,KERALA
691601,Kollam,KERALA
691005,Kollam,KERALA
691020,Kollam,KERALA
691010,Kollam,KERALA
691511,Kollam,KERALA
691500,Kollam,KERALA
690573,Kollam,KERALA
690573,Kollam,KERALA
690538,Kollam,KERALA
690538,Kollam,KERALA
690542,Kollam,KERALA
690542,Kollam,KERALA
691583,Kollam,KERALA
691584,Kollam,KERALA
690544,Kollam,KERALA
691585,Kollam,KERALA
690519,Kollam,KERALA
690519,Kollam,KERALA
690526,Kollam,KERALA
690547,Kollam,KERALA
690547,Alappuzha,KERALA
690523,Kollam,KERALA
690523,Kollam,KERALA
690523,Kollam,KERALA
690524,Kollam,KERALA
690536,Kollam,KERALA
690528,Kollam,KERALA
691534,Kollam,KERALA
691534,Kollam,KERALA
691557,Kollam,KERALA
691520,Kollam,KERALA
691559,Kollam,KERALA
691559,Kollam,KERALA
686008,Kottayam,KERALA
686582,Kottayam,KERALA
686636,Kottayam,KERALA
686602,Kottayam,KERALA
686632,Kottayam,KERALA
686003,Kottayam,KERALA
686563,Kottayam,KERALA
686563,Kottayam,KERALA
686563,Kottayam,KERALA
686016,Kottayam,KERALA
686019,Kottayam,KERALA
686516,Kottayam,KERALA
686601,Kottayam,KERALA
686011,Kottayam,KERALA
686011,Kottayam,KERALA
686578,Kottayam,KERALA
686578,Kottayam,KERALA
686584,Kottayam,KERALA
686584,Kottayam,KERALA
686571,Kottayam,KERALA
686572,Kottayam,KERALA
686572,Kottayam,KERALA
686583,Kottayam,KERALA
686652,Kottayam,KERALA
686652,Kottayam,KERALA
686652,Kottayam,KERALA
686652,Kottayam,KERALA
686652,Kottayam,KERALA
686586,Kottayam,KERALA
686586,Kottayam,KERALA
686586,Kottayam,KERALA
686579,Kottayam,KERALA
686579,Kottayam,KERALA
686579,Kottayam,KERALA
686579,Kottayam,KERALA
686581,Kottayam,KERALA
686582,Kottayam,KERALA
686582,Kottayam,KERALA
686582,Kottayam,KERALA
686582,Kottayam,KERALA
686577,Kottayam,KERALA
686577,Kottayam,KERALA
686577,Kottayam,KERALA
686577,Kottayam,KERALA
686573,Kottayam,KERALA
686576,Kottayam,KERALA
686576,Kottayam,KERALA
686576,Kottayam,KERALA
686576,Kottayam,KERALA
686576,Kottayam,KERALA
686576,Kottayam,KERALA
686580,Kottayam,KERALA
686580,Kottayam,KERALA
686580,Kottayam,KERALA
686580,Kottayam,KERALA
686604,Kottayam,KERALA
686604,Kottayam,KERALA
686611,Kottayam,KERALA
686611,Kottayam,KERALA
686144,Kottayam,KERALA
686144,Kottayam,KERALA
686608,Kottayam,KERALA
686608,Kottayam,KERALA
686633,Kottayam,KERALA
686633,Kottayam,KERALA
686633,Kottayam,KERALA
686633,Kottayam,KERALA
686603,Kottayam,KERALA
686603,Kottayam,KERALA
686603,Kottayam,KERALA
686603,Kottayam,KERALA
686635,Kottayam,KERALA
686635,Kottayam,KERALA
686635,Kottayam,KERALA
686636,Kottayam,KERALA
686636,Kottayam,KERALA
686613,Kottayam,KERALA
686613,Kottayam,KERALA
686613,Kottayam,KERALA
686613,Kottayam,KERALA
686612,Kottayam,KERALA
686612,Kottayam,KERALA
686612,Kottayam,KERALA
686612,Kottayam,KERALA
686634,Kottayam,KERALA
686634,Kottayam,KERALA
686610,Kottayam,KERALA
686610,Kottayam,KERALA
686607,Kottayam,KERALA
686605,Kottayam,KERALA
686605,Kottayam,KERALA
686605,Kottayam,KERALA
686605,Kottayam,KERALA
686605,Kottayam,KERALA
686605,Kottayam,KERALA
686605,Kottayam,KERALA
686606,Kottayam,KERALA
686606,Kottayam,KERALA
686143,Kottayam,KERALA
686146,Kottayam,KERALA
686146,Kottayam,KERALA
686587,Kottayam,KERALA
686651,Kottayam,KERALA
686651,Kottayam,KERALA
686651,Kottayam,KERALA
686651,Kottayam,KERALA
686651,Kottayam,KERALA
686651,Kottayam,KERALA
686651,Kottayam,KERALA
686651,Kottayam,KERALA
686651,Kottayam,KERALA
686651,Kottayam,KERALA
686574,Kottayam,KERALA
686574,Kottayam,KERALA
686574,Kottayam,KERALA
686574,Kottayam,KERALA
686574,Kottayam,KERALA
686574,Kottayam,KERALA
686574,Kottayam,KERALA
686574,Kottayam,KERALA
686578,Kottayam,KERALA
686578,Kottayam,KERALA
686562,Kottayam,KERALA
686564,Kottayam,KERALA
686564,Kottayam,KERALA
686564,Kottayam,KERALA
686564,Kottayam,KERALA
686564,Kottayam,KERALA
686015,Kottayam,KERALA
686631,Kottayam,KERALA
686631,Kottayam,KERALA
686631,Kottayam,KERALA
686631,Kottayam,KERALA
686008,Kottayam,KERALA
673639,Malappuram,KERALA
673639,Malappuram,KERALA
673639,Malappuram,KERALA
673639,Malappuram,KERALA
673639,Malappuram,KERALA
673639,Malappuram,KERALA
673639,Malappuram,KERALA
673639,Malappuram,KERALA
673639,Malappuram,KERALA
673639,Malappuram,KERALA
673645,Malappuram,KERALA
673645,Malappuram,KERALA
679334,Malappuram,KERALA
679334,Malappuram,KERALA
679334,Malappuram,KERALA
679334,Malappuram,KERALA
679334,Malappuram,KERALA
679331,Malappuram,KERALA
679331,Malappuram,KERALA
679331,Malappuram,KERALA
679331,Malappuram,KERALA
676541,Malappuram,KERALA
676541,Malappuram,KERALA
676541,Malappuram,KERALA
676525,Malappuram,KERALA
676525,Malappuram,KERALA
676525,Malappuram,KERALA
676525,Malappuram,KERALA
676525,Malappuram,KERALA
676123,Malappuram,KERALA
676123,Malappuram,KERALA
676542,Malappuram,KERALA
673637,Malappuram,KERALA
679357,Malappuram,KERALA
679326,Malappuram,KERALA
676123,Malappuram,KERALA
676123,Malappuram,KERALA
676123,Malappuram,KERALA
676523,Malappuram,KERALA
676523,Malappuram,KERALA
676523,Malappuram,KERALA
673639,Malappuram,KERALA
679334,Malappuram,KERALA
679334,Malappuram,KERALA
679334,Malappuram,KERALA
679331,Malappuram,KERALA
679331,Malappuram,KERALA
676123,Malappuram,KERALA
676123,Malappuram,KERALA
676523,Malappuram,KERALA
676523,Malappuram,KERALA
676542,Malappuram,KERALA
676542,Malappuram,KERALA
676542,Malappuram,KERALA
679333,Malappuram,KERALA
679333,Malappuram,KERALA
679333,Malappuram,KERALA
679333,Malappuram,KERALA
679333,Malappuram,KERALA
679329,Malappuram,KERALA
679329,Malappuram,KERALA
679330,Malappuram,KERALA
679330,Malappuram,KERALA
679330,Malappuram,KERALA
679332,Malappuram,KERALA
679332,Malappuram,KERALA
679332,Malappuram,KERALA
679332,Malappuram,KERALA
679332,Malappuram,KERALA
679332,Malappuram,KERALA
679332,Malappuram,KERALA
673637,Malappuram,KERALA
673637,Malappuram,KERALA
673637,Malappuram,KERALA
673636,Malappuram,KERALA
673636,Malappuram,KERALA
679327,Malappuram,KERALA
679327,Malappuram,KERALA
679327,Malappuram,KERALA
679327,Malappuram,KERALA
679327,Malappuram,KERALA
679339,Malappuram,KERALA
679339,Malappuram,KERALA
679339,Malappuram,KERALA
679339,Malappuram,KERALA
679339,Malappuram,KERALA
673640,Malappuram,KERALA
679328,Malappuram,KERALA
679328,Malappuram,KERALA
679328,Malappuram,KERALA
679328,Malappuram,KERALA
679321,Malappuram,KERALA
679321,Malappuram,KERALA
679321,Malappuram,KERALA
679321,Malappuram,KERALA
679321,Malappuram,KERALA
679321,Malappuram,KERALA
679357,Malappuram,KERALA
679357,Malappuram,KERALA
679340,Malappuram,KERALA
679340,Malappuram,KERALA
679340,Malappuram,KERALA
679340,Malappuram,KERALA
676519,Malappuram,KERALA
676519,Malappuram,KERALA
676519,Malappuram,KERALA
676504,Malappuram,KERALA
679338,Malappuram,KERALA
679338,Malappuram,KERALA
679338,Malappuram,KERALA
679338,Malappuram,KERALA
679338,Malappuram,KERALA
676506,Malappuram,KERALA
676506,Malappuram,KERALA
676507,Malappuram,KERALA
676507,Malappuram,KERALA
679324,Malappuram,KERALA
679324,Malappuram,KERALA
679324,Malappuram,KERALA
679324,Malappuram,KERALA
679324,Malappuram,KERALA
679324,Malappuram,KERALA
679326,Malappuram,KERALA
679326,Malappuram,KERALA
679326,Malappuram,KERALA
679326,Malappuram,KERALA
673642,Malappuram,KERALA
673642,Malappuram,KERALA
676509,Malappuram,KERALA
676509,Malappuram,KERALA
679325,Malappuram,KERALA
679325,Malappuram,KERALA
679325,Malappuram,KERALA
679325,Malappuram,KERALA
679325,Malappuram,KERALA
679341,Malappuram,KERALA
679341,Malappuram,KERALA
679322,Malappuram,KERALA
676517,Malappuram,KERALA
679323,Malappuram,KERALA
679323,Malappuram,KERALA
679323,Malappuram,KERALA
673639,Malappuram,KERALA
673645,Malappuram,KERALA
676541,Malappuram,KERALA
676525,Malappuram,KERALA
676525,Malappuram,KERALA
676525,Malappuram,KERALA
679322,Malappuram,KERALA
679322,Malappuram,KERALA
679322,Malappuram,KERALA
679325,Malappuram,KERALA
679325,Malappuram,KERALA
679325,Malappuram,KERALA
679326,Malappuram,KERALA
690513,Alappuzha,KERALA
690504,Alappuzha,KERALA
690504,Alappuzha,KERALA
690504,Pathanamthitta,KERALA
690504,Alappuzha,KERALA
690529,Alappuzha,KERALA
690503,Alappuzha,KERALA
690512,Alappuzha,KERALA
690531,Alappuzha,KERALA
690527,Alappuzha,KERALA
690515,Alappuzha,KERALA
690515,Alappuzha,KERALA
690515,Alappuzha,KERALA
690501,Alappuzha,KERALA
690501,Alappuzha,KERALA
690105,Alappuzha,KERALA
690104,Alappuzha,KERALA
690104,Alappuzha,KERALA
690106,Alappuzha,KERALA
690106,Alappuzha,KERALA
689624,Alappuzha,KERALA
689504,Alappuzha,KERALA
689508,Alappuzha,KERALA
689508,Alappuzha,KERALA
690108,Alappuzha,KERALA
689622,Alappuzha,KERALA
689622,Alappuzha,KERALA
690101,Alappuzha,KERALA
689505,Alappuzha,KERALA
689505,Alappuzha,KERALA
689520,Alappuzha,KERALA
690103,Alappuzha,KERALA
690103,Alappuzha,KERALA
690110,Alappuzha,KERALA
690102,Alappuzha,KERALA
690107,Alappuzha,KERALA
690107,Alappuzha,KERALA
690505,Alappuzha,KERALA
690505,Alappuzha,KERALA
690505,Alappuzha,KERALA
690534,Alappuzha,KERALA
690514,Alappuzha,KERALA
690548,Alappuzha,KERALA
690535,Alappuzha,KERALA
690516,Alappuzha,KERALA
690517,Alappuzha,KERALA
690517,Alappuzha,KERALA
690533,Alappuzha,KERALA
690533,Alappuzha,KERALA
690506,Alappuzha,KERALA
678101,Palakkad,KERALA
678508,Palakkad,KERALA
678555,Palakkad,KERALA
678721,Palakkad,KERALA
678101,Palakkad,KERALA
678101,Palakkad,KERALA
678622,Palakkad,KERALA
678622,Palakkad,KERALA
678682,Palakkad,KERALA
678682,Palakkad,KERALA
678510,Palakkad,KERALA
678510,Palakkad,KERALA
678702,Palakkad,KERALA
678702,Palakkad,KERALA
678702,Palakkad,KERALA
678702,Palakkad,KERALA
678686,Palakkad,KERALA
678684,Palakkad,KERALA
678684,Palakkad,KERALA
678684,Palakkad,KERALA
678506,Palakkad,KERALA
678506,Palakkad,KERALA
678506,Palakkad,KERALA
678572,Palakkad,KERALA
678681,Palakkad,KERALA
678507,Palakkad,KERALA
678507,Palakkad,KERALA
678508,Palakkad,KERALA
678508,Palakkad,KERALA
678544,Palakkad,KERALA
678722,Palakkad,KERALA
678688,Palakkad,KERALA
678574,Palakkad,KERALA
678574,Palakkad,KERALA
678542,Palakkad,KERALA
678508,Palakkad,KERALA
678508,Palakkad,KERALA
678534,Palakkad,KERALA
678702,Palakkad,KERALA
678543,Palakkad,KERALA
678543,Palakkad,KERALA
678572,Palakkad,KERALA
678572,Palakkad,KERALA
678703,Palakkad,KERALA
678508,Palakkad,KERALA
678706,Palakkad,KERALA
678706,Palakkad,KERALA
678571,Palakkad,KERALA
678621,Palakkad,KERALA
678501,Palakkad,KERALA
678624,Palakkad,KERALA
678004,Palakkad,KERALA
678651,Palakkad,KERALA
678552,Palakkad,KERALA
678622,Palakkad,KERALA
678502,Palakkad,KERALA
678556,Palakkad,KERALA
678555,Palakkad,KERALA
678557,Palakkad,KERALA
678557,Palakkad,KERALA
678556,Palakkad,KERALA
678556,Palakkad,KERALA
678553,Palakkad,KERALA
678554,Palakkad,KERALA
678532,Palakkad,KERALA
678552,Palakkad,KERALA
678503,Palakkad,KERALA
678102,Palakkad,KERALA
678508,Palakkad,KERALA
678687,Palakkad,KERALA
678671,Palakkad,KERALA
678621,Palakkad,KERALA
678573,Palakkad,KERALA
678534,Palakkad,KERALA
678622,Palakkad,KERALA
678551,Palakkad,KERALA
678551,Palakkad,KERALA
678571,Palakkad,KERALA
678508,Palakkad,KERALA
678622,Palakkad,KERALA
